tweet_id	q1_label	q2_label	q3_label	q4_label	q5_label	q6_label	q7_label
1260909244167131136	no	NA	NA	NA	NA	no	no
1299392905921134592	yes	NA	yes	no	no	no	no
1254426264707960837	no	NA	NA	NA	NA	no	no
1259914555259383814	no	NA	NA	NA	NA	no	no
1257193244653309952	no	NA	NA	NA	NA	no	no
1283697008210071552	no	NA	NA	NA	NA	yes	no
1246338776097599488	yes	no	yes	no	no	no	no
1283693701978619905	no	NA	NA	NA	NA	no	no
1256809788371087361	no	NA	NA	NA	NA	no	no
1261212346053206017	no	NA	NA	NA	NA	no	no
1245777145772888065	yes	no	yes	no	no	no	no
1249347838963855363	no	NA	NA	NA	NA	no	no
1294206103077691392	no	NA	NA	NA	NA	no	no
1254650283340238849	no	NA	NA	NA	NA	no	no
1262992769477419008	yes	no	yes	no	no	no	no
1247478314060648448	no	NA	NA	NA	NA	no	no
1278994830253871106	yes	no	yes	no	no	no	no
1268964204171661317	no	NA	NA	NA	NA	no	no
1260932746861350912	no	NA	NA	NA	NA	no	no
1274628197896896512	no	NA	NA	NA	NA	no	no
1270404757199499270	no	NA	NA	NA	NA	no	no
1245669920597250048	no	NA	NA	NA	NA	no	no
1259353206603288585	yes	no	yes	no	no	no	no
1288883683164852226	no	NA	NA	NA	NA	no	no
1250697224868311040	no	NA	NA	NA	NA	no	no
1232896008012673027	no	NA	NA	NA	NA	no	no
1249710857988251648	yes	no	yes	no	no	no	no
1252610275645284352	no	NA	NA	NA	NA	no	no
1287618554792116224	yes	no	yes	no	no	no	no
1294989018673942529	yes	NA	yes	no	no	yes	no
1299368208399577090	yes	no	yes	no	no	no	no
1257228057330569216	no	NA	NA	NA	NA	no	no
1265996258864488448	yes	no	yes	no	no	no	no
1252523982139637761	no	NA	NA	NA	NA	no	no
1267776012282146816	no	NA	NA	NA	NA	no	no
1290911704960978945	yes	no	yes	no	no	no	no
1280739280562925568	no	NA	NA	NA	NA	no	no
1294173517198569473	yes	no	yes	no	no	no	no
1270589542119112704	yes	no	yes	no	no	no	no
1247584267246260224	yes	no	yes	no	no	no	no
1273481904403165184	yes	no	yes	no	no	no	no
1293500124358991878	no	NA	NA	NA	NA	no	no
1248159451271569410	no	NA	NA	NA	NA	no	no
1279824732741869571	yes	no	yes	no	no	no	no
1254328328359759872	no	NA	NA	NA	NA	no	no
1262708578986713088	yes	no	yes	no	no	no	no
1280121811636805636	no	NA	NA	NA	NA	no	no
1243433147112591360	no	NA	NA	NA	NA	no	no
1288890293358669826	no	NA	NA	NA	NA	no	no
1252464172421521408	yes	no	yes	no	no	no	no
1263517135810281472	yes	no	yes	no	no	no	no
1246358133208997890	no	NA	NA	NA	NA	no	no
1250653392336273408	yes	no	yes	no	no	no	no
1246024875183157248	no	NA	NA	NA	NA	no	no
1273934434371174400	yes	no	yes	no	no	no	no
1250805429581393922	yes	no	yes	no	no	no	no
1259147536704720897	yes	no	yes	no	no	no	no
1271775205610844161	yes	no	yes	no	no	no	no
1291703029218058240	no	NA	NA	NA	NA	no	no
1247041729104150528	no	NA	NA	NA	NA	no	no
1253946981128470530	yes	no	yes	no	no	no	no
1248517756439474177	no	NA	NA	NA	NA	no	no
1265238797354242048	yes	no	yes	no	no	no	no
1257925609684119554	no	NA	NA	NA	NA	no	no
1288814858104791040	yes	no	yes	no	no	no	no
1262991854779412481	yes	no	yes	no	no	no	no
1254017550309941248	yes	no	yes	no	no	no	no
1277874575418822657	yes	no	yes	no	no	no	no
1299637887105982464	yes	no	yes	no	no	no	no
1265158232261214209	yes	no	yes	no	no	no	no
1256636448469479424	yes	no	no	no	no	no	no
1265898109688786950	yes	no	no	no	no	no	no
1246354006106148865	yes	no	yes	no	no	no	no
1237019838129856512	yes	no	yes	no	no	no	no
1264492656345993217	no	NA	NA	NA	NA	no	no
1274952692717232129	no	NA	NA	NA	NA	no	no
1240240065319763968	no	NA	NA	NA	NA	no	no
1251198049768128512	no	NA	NA	NA	NA	no	no
1249068221434601472	yes	no	yes	no	no	no	no
1273183020984532992	yes	no	yes	no	no	no	no
1261557959563317248	no	NA	NA	NA	NA	no	no
1255081557733359616	no	NA	NA	NA	NA	yes	yes
1290960762589122560	yes	no	yes	no	no	no	no
1260993729193807874	no	NA	NA	NA	NA	yes	no
1250177960990162946	no	NA	NA	NA	NA	no	no
1282295155945545729	no	NA	NA	NA	NA	no	no
1252148635934040065	yes	NA	yes	no	no	no	no
1297793215261802496	yes	no	yes	no	no	no	no
1278581307488911361	yes	no	yes	no	no	no	no
1270660292209500160	yes	no	yes	no	no	no	no
1271712368779825153	no	NA	NA	NA	NA	no	no
1249336478871805952	yes	no	yes	no	no	no	no
1249033827063861254	no	NA	NA	NA	NA	no	no
1281127413393567744	no	NA	NA	NA	NA	no	no
1248107816507883520	no	NA	NA	NA	NA	no	no
1253566386313531392	no	NA	NA	NA	NA	no	no
1247548186643890177	yes	NA	yes	no	no	no	no
1295338826513162241	no	NA	NA	NA	NA	no	no
1234027000534355971	no	NA	NA	NA	NA	no	no
1254709539158581248	no	NA	NA	NA	NA	no	no
1226173925396242435	no	NA	NA	NA	NA	yes	yes
1290906481261453312	no	NA	NA	NA	NA	no	no
1297849976651952128	no	NA	NA	NA	NA	no	no
1280013786364215297	yes	no	yes	no	no	no	no
1245688583274594305	yes	no	yes	no	no	no	no
1279467262236340225	no	NA	NA	NA	NA	no	no
1272783636149022720	yes	no	yes	no	no	no	no
1256480158753738753	no	NA	NA	NA	NA	no	no
1296530938139160577	no	NA	NA	NA	NA	no	no
1255768199498551305	yes	NA	yes	no	no	no	no
1239786665058734083	no	NA	NA	NA	NA	no	no
1254125920916516864	no	NA	NA	NA	NA	no	no
1241259339807162368	no	NA	NA	NA	NA	no	no
1236421411176136705	no	NA	NA	NA	NA	no	no
1281619660715298817	no	NA	NA	NA	NA	no	no
1241280671726919680	no	NA	NA	NA	NA	no	no
1226618354867281922	no	NA	NA	NA	NA	no	no
1287403186056081409	no	NA	NA	NA	NA	no	no
1269133847368814593	yes	no	yes	no	no	no	no
1271414141618708480	no	NA	NA	NA	NA	no	no
1263772360512909313	no	NA	NA	NA	NA	no	no
1256566222684069890	no	NA	NA	NA	NA	no	no
1265906122763972608	no	NA	NA	NA	NA	no	no
1253213651735101440	no	NA	NA	NA	NA	no	no
1255148321624084481	yes	no	yes	no	no	no	no
1257221877619097600	no	NA	NA	NA	NA	no	no
1287751820937498630	no	NA	NA	NA	NA	no	no
1289095699158781952	no	NA	NA	NA	NA	no	no
1259341747366301700	no	NA	NA	NA	NA	no	no
1265937110080651270	yes	yes	yes	no	no	no	no
1262633912997687296	yes	no	yes	no	no	no	no
1248566627488145411	yes	no	yes	no	no	no	no
1255404129154994178	no	NA	NA	NA	NA	no	no
1248732252726611971	yes	no	yes	no	no	no	no
1285674956987277312	no	NA	NA	NA	NA	no	no
1281153819364204544	no	NA	NA	NA	NA	no	no
1273887505339813890	yes	no	yes	no	no	no	no
1246117292938858496	no	NA	NA	NA	NA	no	no
1281918824921481217	no	NA	NA	NA	NA	no	no
1245422184518074368	no	NA	NA	NA	NA	no	no
1280816046941880320	no	NA	NA	NA	NA	no	no
1261198876796731393	no	NA	NA	NA	NA	no	no
1247811757311234053	no	NA	NA	NA	NA	no	no
1254008179857543169	no	NA	NA	NA	NA	no	no
1296858161178128384	no	NA	NA	NA	NA	no	no
1241787285072461830	no	NA	NA	NA	NA	no	no
1244212671077105664	no	NA	NA	NA	NA	no	no
1257671802920337414	no	NA	NA	NA	NA	no	no
1282261664029724673	yes	no	yes	no	no	no	no
1268131155720712197	no	NA	NA	NA	NA	no	no
1249034027903877125	no	NA	NA	NA	NA	no	no
1260264142226821120	no	NA	NA	NA	NA	no	no
1280401952657063936	no	NA	NA	NA	NA	no	no
1284693881158864897	no	NA	NA	NA	NA	yes	yes
1262382567375978500	no	NA	NA	NA	NA	no	no
1259207795452325889	no	NA	NA	NA	NA	no	no
1285507027754717185	no	NA	NA	NA	NA	no	no
1285542549646606336	yes	NA	yes	no	yes	no	yes
1236766741738524672	no	NA	NA	NA	NA	no	no
1277978891571785728	yes	NA	yes	no	no	no	no
1257579243917238272	no	NA	NA	NA	NA	no	no
1232331420493897729	no	NA	NA	NA	NA	no	no
1288310528494964736	no	NA	NA	NA	NA	no	no
1255632101623369730	no	NA	NA	NA	NA	no	no
1232382142929391618	no	NA	NA	NA	NA	no	no
1254028933932122112	no	NA	NA	NA	NA	no	no
1281544837657817089	no	NA	NA	NA	NA	no	no
1274721069027467266	no	NA	NA	NA	NA	no	no
1251415643531939840	no	NA	NA	NA	NA	no	no
1290915932089602050	no	NA	NA	NA	NA	no	no
1257995876347318273	no	NA	NA	NA	NA	no	no
1267394375623102464	no	NA	NA	NA	NA	no	no
1239626098616475648	no	NA	NA	NA	NA	no	no
1237019303922319367	no	NA	NA	NA	NA	no	no
1286562538839212032	yes	no	yes	no	no	no	no
1290177997379641344	no	NA	NA	NA	NA	no	yes
1294168443177107456	yes	NA	yes	no	no	no	no
1269967632243003394	no	NA	NA	NA	NA	yes	no
1261188828313849862	no	NA	NA	NA	NA	no	no
1250794099646566401	no	NA	NA	NA	NA	no	no
1279602283236544512	no	NA	NA	NA	NA	no	no
1239829836924956672	no	NA	NA	NA	NA	no	no
1260526963036315648	yes	no	yes	no	no	no	no
1278956571507208192	no	NA	NA	NA	NA	no	no
1271293501871980555	yes	no	yes	no	no	no	no
1247866932671455232	no	NA	NA	NA	NA	no	no
1237992606648406016	no	NA	NA	NA	NA	no	no
1245391500785131521	no	NA	NA	NA	NA	no	no
1258241965004656641	no	NA	NA	NA	NA	no	no
1281528283327340547	no	NA	NA	NA	NA	no	no
1273246163907629057	no	NA	NA	NA	NA	no	no
1286623715640381440	yes	NA	yes	no	yes	no	no
1236547430931410944	no	NA	NA	NA	NA	no	no
1274692037573566468	yes	no	yes	no	no	no	no
1280727066070130688	no	NA	NA	NA	NA	no	no
1250377999716933632	no	NA	NA	NA	NA	no	no
1299044200558874631	no	NA	NA	NA	NA	no	no
1249367180996558850	no	NA	NA	NA	NA	no	no
1232217450378334208	no	NA	NA	NA	NA	no	no
1251018966904045572	yes	no	yes	no	no	no	no
1286280946594058245	no	NA	NA	NA	NA	no	no
1224425236877266950	no	NA	NA	NA	NA	no	no
1247097743329370114	no	NA	NA	NA	NA	no	no
1225643674370883584	no	NA	NA	NA	NA	no	no
1247196076467261440	yes	no	yes	no	no	no	no
1238018049229406208	no	NA	NA	NA	NA	yes	no
1268674780099604480	no	NA	NA	NA	NA	no	no
1274815827997528066	no	NA	NA	NA	NA	no	no
1293780194147405825	no	NA	NA	NA	NA	no	no
1257734058173517824	no	NA	NA	NA	NA	no	no
1276406490069372929	no	NA	NA	NA	NA	yes	yes
1258049416176504833	no	NA	NA	NA	NA	no	no
1280496063850438656	no	NA	NA	NA	NA	no	no
1281831051556421632	no	NA	NA	NA	NA	no	no
1242919604588077058	yes	no	yes	no	no	no	no
1259725533442715648	no	NA	NA	NA	NA	no	no
1264108555478523905	no	NA	NA	NA	NA	no	yes
1251140895128215555	no	NA	NA	NA	NA	no	no
1296432060878520320	yes	no	yes	no	no	no	yes
1253578153382952962	no	NA	NA	NA	NA	no	no
1298178529486610432	no	NA	NA	NA	NA	no	no
1245680609554554886	no	NA	NA	NA	NA	no	no
1262366930884874241	no	NA	NA	NA	NA	no	no
1239640019834474498	no	NA	NA	NA	NA	yes	no
1252196949542883328	no	NA	NA	NA	NA	no	no
1268632362360979456	no	NA	NA	NA	NA	no	no
1254746543262969865	yes	no	yes	no	no	no	no
1256874721456672769	yes	no	yes	no	no	no	no
1265213706092380161	yes	no	yes	no	no	no	no
1251399125725261824	no	NA	NA	NA	NA	no	no
1249678050482102272	no	NA	NA	NA	NA	no	no
1269525572012646411	no	NA	NA	NA	NA	no	no
1280843977323921411	no	NA	NA	NA	NA	no	no
1239223286048980999	no	NA	NA	NA	NA	no	no
1239795217143943172	no	NA	NA	NA	NA	no	no
1271058443835789315	no	NA	NA	NA	NA	yes	no
1276237701482713091	yes	no	yes	no	no	no	no
1250428428894928896	no	NA	NA	NA	NA	no	no
1299326305557770240	no	NA	NA	NA	NA	no	no
1264818446820392961	no	NA	NA	NA	NA	no	no
1242793528134074368	no	NA	NA	NA	NA	no	no
1271338849885716480	no	NA	NA	NA	NA	no	no
1284380170049277954	no	NA	NA	NA	NA	no	no
1275732442846986249	no	NA	NA	NA	NA	no	no
1282564033674084352	no	NA	NA	NA	NA	no	no
1290749087315374082	yes	no	yes	no	no	no	no
1279227227939442689	yes	no	yes	no	no	no	no
1271722611328704512	yes	no	no	no	no	no	no
1260094702096965632	no	NA	NA	NA	NA	no	no
1260121906289704960	no	NA	NA	NA	NA	no	no
1276436836005617664	no	NA	NA	NA	NA	yes	no
1300374449380831234	yes	no	yes	no	no	no	no
1287008257794596864	no	NA	NA	NA	NA	no	no
1252543109143105537	no	NA	NA	NA	NA	yes	no
1268918598493515776	no	NA	NA	NA	NA	no	no
1247881307176173568	no	NA	NA	NA	NA	no	no
1284060769252814848	no	NA	NA	NA	NA	no	no
1257578766731223040	yes	no	yes	no	no	no	no
1273862491332923392	no	NA	NA	NA	NA	no	no
1242808371314556933	no	NA	NA	NA	NA	no	no
1293975873461325824	no	NA	NA	NA	NA	no	no
1247434422296682497	no	NA	NA	NA	NA	no	no
1250759250290323456	yes	no	yes	no	no	no	no
1293578509722333184	yes	no	yes	no	no	no	no
1285505002669256704	no	NA	NA	NA	NA	no	no
1284737699589623809	no	NA	NA	NA	NA	yes	no
1236636723494506496	no	NA	NA	NA	NA	no	no
1252136118990057472	yes	no	yes	no	no	no	no
1248241511369707521	no	NA	NA	NA	NA	no	no
1259056119617662976	no	NA	NA	NA	NA	no	no
1288722785553076226	no	NA	NA	NA	NA	no	no
1250721714830553088	no	NA	NA	NA	NA	no	no
1249763321206710278	no	NA	NA	NA	NA	no	no
1243136487639613445	no	NA	NA	NA	NA	no	no
1259541086378352640	no	NA	NA	NA	NA	no	no
1244274023443451905	no	NA	NA	NA	NA	no	no
1255768859321274373	no	NA	NA	NA	NA	no	no
1287680752558182400	no	NA	NA	NA	NA	no	no
1253635881124184069	no	NA	NA	NA	NA	no	no
1240526099769163776	no	NA	NA	NA	NA	no	no
1268279038130470917	no	NA	NA	NA	NA	no	no
1271463422207635458	no	NA	NA	NA	NA	no	no
1232724703321653249	no	NA	NA	NA	NA	yes	yes
1245672766579380225	no	NA	NA	NA	NA	no	no
1228747974341222406	no	NA	NA	NA	NA	no	no
1254651452301033480	no	NA	NA	NA	NA	no	no
1287666455727812609	no	NA	NA	NA	NA	yes	yes
1293974813279768577	no	NA	NA	NA	NA	yes	yes
1282293069673410560	no	NA	NA	NA	NA	no	yes
1299273374401785857	no	NA	NA	NA	NA	no	no
1249697659327307782	yes	yes	yes	no	yes	no	yes
1247194403913043970	no	NA	NA	NA	NA	no	no
1281112199809978369	no	NA	NA	NA	NA	no	no
1244980543034396672	yes	no	yes	no	no	no	no
1272253862179753991	yes	no	yes	no	no	no	no
1260105788682575872	no	NA	NA	NA	NA	no	no
1254501116622110720	no	NA	NA	NA	NA	no	no
1251418954943401984	no	NA	NA	NA	NA	no	no
1245324958185787395	no	NA	NA	NA	NA	no	no
1277572082465980416	no	NA	NA	NA	NA	no	no
1265511738302246913	yes	no	yes	no	no	no	no
1275710847113977856	no	NA	NA	NA	NA	no	no
1253000715758436353	no	NA	NA	NA	NA	no	no
1229895860030496774	no	NA	NA	NA	NA	no	no
1247948961249406984	no	NA	NA	NA	NA	yes	yes
1291289527462637569	no	NA	NA	NA	NA	no	no
1242483777701580800	no	NA	NA	NA	NA	no	no
1247857189978505217	no	NA	NA	NA	NA	no	no
1264055080392761344	no	NA	NA	NA	NA	no	no
1293850097546141696	no	NA	NA	NA	NA	yes	yes
1293567258384642054	no	NA	NA	NA	NA	no	no
1244126553031815170	no	NA	NA	NA	NA	no	no
1257251874677260297	no	NA	NA	NA	NA	no	no
1261662184846827523	no	NA	NA	NA	NA	no	no
1255053827537068034	no	NA	NA	NA	NA	no	no
1242393019992674308	no	NA	NA	NA	NA	no	no
1271652155460591623	no	NA	NA	NA	NA	no	no
1249801183885176832	no	NA	NA	NA	NA	yes	yes
1246389297772625920	no	NA	NA	NA	NA	no	no
1285068084500463617	no	NA	NA	NA	NA	yes	yes
1292472644177137671	no	NA	NA	NA	NA	no	no
1295617465825853440	no	NA	NA	NA	NA	no	no
1278223781446717440	no	NA	NA	NA	NA	no	yes
1296771251592200192	yes	no	yes	no	no	no	no
1263365510177193985	yes	NA	yes	no	no	no	no
1249477669290496000	yes	NA	yes	yes	yes	yes	yes
1295255108524154881	yes	no	yes	no	no	no	no
1284106247667687426	yes	no	yes	no	no	no	yes
1250567477383266306	no	NA	NA	NA	NA	no	no
1265598343213916160	no	NA	NA	NA	NA	no	no
1286208907711586306	no	NA	NA	NA	NA	no	no
1299971402901204993	yes	no	yes	no	no	no	no
1256700104834273283	yes	no	yes	no	no	no	no
1293105517813018624	no	NA	NA	NA	NA	no	no
1248846090927030272	no	NA	NA	NA	NA	no	no
1259794066381864960	no	NA	NA	NA	NA	no	no
1294596569090711552	yes	no	yes	no	no	no	no
1287684716028715015	yes	no	yes	no	no	no	yes
1251212766788177921	no	NA	NA	NA	NA	no	no
1239512919618060288	no	NA	NA	NA	NA	no	no
1253192137073553408	yes	no	yes	no	no	yes	yes
1262278546065629184	yes	no	yes	no	no	no	no
1296117226978914306	yes	no	yes	no	no	no	no
1261603920671055873	yes	no	yes	no	yes	no	yes
1287613614518657025	yes	no	yes	no	no	no	no
1270717090148651009	yes	no	yes	no	no	no	no
1247095583871033345	yes	NA	yes	no	no	no	no
1279310007675346944	yes	no	yes	no	no	no	no
1244889975361019904	yes	NA	yes	no	no	no	no
1262660895207022592	no	NA	NA	NA	NA	no	no
1258329764676411393	no	NA	NA	NA	NA	no	no
1247851017334644737	no	NA	NA	NA	NA	no	no
1246242316945444866	no	NA	NA	NA	NA	no	no
1300237702881779715	no	NA	NA	NA	NA	no	no
1268062583585726465	no	NA	NA	NA	NA	no	no
1296030722176757760	yes	NA	yes	no	no	no	no
1254726601310429185	yes	no	yes	no	no	no	no
1282952683348013057	yes	NA	yes	no	no	no	no
1273159592298655746	yes	no	yes	no	no	no	no
1245348492777832449	no	NA	NA	NA	NA	no	no
1300019694112440320	yes	no	yes	no	no	no	no
1300294208343937029	yes	no	yes	no	no	no	no
1264150874248687616	no	NA	NA	NA	NA	no	no
1254252521041752066	no	NA	NA	NA	NA	no	no
1291662376153030656	yes	no	yes	no	no	no	no
1244310234811621377	yes	NA	yes	no	no	no	no
1254663208419438592	yes	NA	yes	no	no	no	no
1226517670041923585	no	NA	NA	NA	NA	no	no
1267069078780489732	no	NA	NA	NA	NA	no	no
1247768514351345664	yes	no	yes	no	no	no	no
1245198458962706432	no	NA	NA	NA	NA	no	no
1299351646800146434	yes	NA	yes	no	no	no	no
1263369069958434823	yes	NA	yes	no	no	no	no
1298174609259454467	no	NA	NA	NA	NA	no	no
1255817328387858432	yes	NA	yes	no	no	no	no
1291000661996445696	yes	no	no	no	no	no	no
1298637582595743751	yes	NA	yes	no	no	no	no
1243515694458851329	yes	no	yes	no	no	no	no
1269854056115249153	yes	no	yes	no	no	no	no
1293608214748160002	yes	NA	yes	no	yes	no	yes
1251842990986977282	yes	no	yes	no	no	no	no
1284386654074150912	yes	no	yes	no	no	no	no
1280401950471790598	yes	no	no	no	no	no	no
1287403160030662657	yes	no	yes	no	no	no	no
1261554042712535041	yes	no	yes	no	no	no	no
1274044281272111107	yes	no	yes	no	no	no	no
1286602598901075968	yes	no	yes	no	no	no	no
1263750841799970817	yes	no	yes	no	no	no	no
1273118882736332801	yes	no	yes	no	no	no	no
1269699401087430657	no	NA	NA	NA	NA	no	no
1268785972185088001	yes	no	yes	no	no	no	no
1278282119568076800	yes	no	yes	no	no	no	no
1255168307461750784	yes	no	yes	yes	no	yes	no
1270255121780408320	yes	no	no	no	no	no	no
1256458122497048577	yes	no	yes	no	no	no	no
1287699679296335872	yes	no	yes	no	no	no	no
1257570732307099648	yes	no	yes	no	no	no	no
1296145547380711424	yes	NA	yes	no	no	no	no
1273478428738666496	yes	no	yes	no	no	no	no
1282675549702361088	no	NA	NA	NA	NA	no	no
1248862091735379969	no	NA	NA	NA	NA	no	no
1266247197852491777	yes	no	yes	no	no	no	no
1249641051998097408	no	NA	NA	NA	NA	no	no
1262105296656269315	yes	no	yes	no	no	no	no
1245739376442826752	yes	no	yes	no	no	no	no
1254746125359296514	yes	no	yes	no	no	no	no
1288778650058403841	yes	no	yes	no	no	no	no
1280206853989978113	yes	no	yes	no	no	no	no
1254199020429414400	no	NA	NA	NA	NA	no	no
1298232480105992194	no	NA	NA	NA	NA	no	no
1253611376498683904	yes	no	yes	no	no	no	no
1263753975234469890	no	NA	NA	NA	NA	no	no
1256980913675739142	no	NA	NA	NA	NA	no	no
1296046169471229952	yes	NA	yes	no	no	no	no
1256554466339254273	yes	no	yes	no	no	no	no
1238078073549074433	yes	no	no	no	no	no	no
1294892762597335041	yes	no	yes	no	no	no	no
1256254312440709121	yes	no	yes	no	no	no	no
1293508885052039169	yes	no	yes	no	no	no	yes
1286557779470233601	yes	no	yes	no	no	no	no
1273480525878120454	yes	no	yes	no	no	no	no
1292334291695722496	yes	no	yes	no	no	no	no
1256541936074264577	yes	no	yes	no	no	no	no
1273129332999892995	yes	no	yes	no	no	no	no
1295678237985714176	no	NA	NA	NA	NA	no	no
1290534510241644545	yes	no	yes	no	no	no	no
1268415730866966533	yes	no	yes	no	no	no	no
1279315313033711616	yes	no	yes	no	no	no	no
1287726453761572867	yes	no	yes	no	no	no	no
1264629641601482752	no	NA	NA	NA	NA	no	no
1292454339584438273	yes	no	yes	no	no	no	no
1296435233609461761	yes	no	yes	no	no	no	no
1247642932485726208	no	NA	NA	NA	NA	no	no
1278200700565151749	yes	no	yes	no	no	no	no
1249586390708428801	yes	no	yes	no	no	no	no
1284042237274357760	no	NA	NA	NA	NA	no	no
1272578905044647936	yes	no	yes	no	no	no	no
1252956814280478720	no	NA	NA	NA	NA	no	no
1279005684504440836	yes	no	yes	no	no	no	no
1242531782534234113	no	NA	NA	NA	NA	no	no
1266380607896027137	no	NA	NA	NA	NA	no	no
1244317734600654852	no	NA	NA	NA	NA	no	no
1244236492299554819	no	NA	NA	NA	NA	no	no
1283992060433969152	yes	no	yes	no	no	no	no
1254293286845587457	yes	no	yes	no	no	no	no
1282556188215980034	yes	no	yes	no	no	no	no
1299658449899393029	yes	NA	yes	no	no	no	no
1260491840723341314	yes	no	no	no	no	no	no
1245262211666399233	yes	no	yes	no	no	no	no
1277570210170580992	yes	no	yes	no	no	no	no
1290285718087008256	yes	no	yes	no	no	no	no
1278278164184272905	yes	no	yes	no	no	no	no
1249201383326339077	no	NA	NA	NA	NA	no	no
1278310395174948864	yes	no	yes	no	no	no	no
1258374536900182022	yes	no	yes	no	no	no	no
1263015247876689925	yes	no	yes	no	no	no	no
1250414859176554496	no	NA	NA	NA	NA	no	no
1247794224742854659	no	NA	NA	NA	NA	no	no
1239282115201699841	no	NA	NA	NA	NA	no	no
1248617106414813189	yes	no	yes	no	no	no	no
1273504487139954688	no	NA	NA	NA	NA	no	no
1260228684524457984	yes	no	yes	no	no	no	no
1260081599846256643	yes	no	yes	no	no	no	no
1275399935098261504	yes	no	yes	no	no	no	no
1293080661784395776	no	NA	NA	NA	NA	no	no
1294594853553274880	yes	no	yes	no	no	no	no
1260235860638826497	yes	no	yes	no	no	no	no
1259807164492910592	yes	no	yes	no	no	no	no
1280837871348441089	yes	no	yes	no	no	no	no
1224609820323602434	yes	no	yes	no	no	no	no
1294597202002812928	yes	no	yes	no	no	no	no
1299702026813739009	yes	no	yes	no	no	no	no
1272811159423528961	yes	no	yes	no	no	no	no
1252479116588265473	no	NA	NA	NA	NA	no	no
1254674300730322945	yes	no	yes	no	no	no	no
1239255435598802946	yes	no	yes	no	no	no	no
1253608657465544704	yes	no	yes	no	no	no	no
1242086179304062977	yes	no	yes	no	no	no	no
1296692265642065920	yes	no	yes	no	no	no	no
1297445068186554368	no	NA	NA	NA	NA	no	no
1261211120980963328	yes	no	yes	no	no	no	no
1232758412901003266	no	NA	NA	NA	NA	no	no
1253189203384586240	yes	no	yes	no	no	no	no
1251257260141170690	no	NA	NA	NA	NA	no	no
1250421729245032457	yes	no	yes	no	no	no	no
1253608252199170048	yes	no	no	no	no	no	no
1283808859937820677	yes	no	yes	no	no	no	no
1236590356483002368	no	NA	NA	NA	NA	no	no
1259033937256624128	no	NA	NA	NA	NA	no	no
1272846573022646273	yes	no	yes	no	no	no	no
1237336570920873984	yes	no	yes	no	no	no	no
1293983930828324864	no	NA	NA	NA	NA	no	no
1242553517501485059	no	NA	NA	NA	NA	no	no
1250296550716137473	yes	no	yes	no	no	no	no
1252879518072598535	no	NA	NA	NA	NA	no	no
1232908468262182912	no	NA	NA	NA	NA	no	no
1249226597808340992	yes	no	yes	no	no	no	no
1272424987845148672	no	NA	NA	NA	NA	no	no
1248586407616098304	yes	no	yes	no	no	no	no
1290574023492075522	yes	no	yes	no	no	no	no
1278404249345560584	yes	NA	yes	yes	no	yes	no
1262612078902145024	yes	no	yes	no	no	no	no
1276426709588475904	no	NA	NA	NA	NA	no	no
1243437147903975425	yes	no	yes	no	no	no	no
1252148932991426565	no	NA	NA	NA	NA	no	no
1237638860345167875	yes	no	yes	no	no	no	no
1244900176453611521	no	NA	NA	NA	NA	no	no
1291453353084571649	yes	no	yes	no	no	no	no
1278640539311767553	no	NA	NA	NA	NA	no	no
1259391289512079361	yes	no	yes	no	no	no	no
1267328955029303297	yes	no	yes	no	no	no	no
1267443289168531457	yes	no	yes	no	no	no	no
1295303514613264384	yes	no	yes	no	no	no	no
1237690868087296001	yes	no	yes	no	no	no	no
1250308151804493826	yes	no	yes	no	no	no	no
1246510616027652096	yes	no	yes	no	no	no	no
1241629730509656065	yes	no	yes	no	no	no	no
1264425904417255424	yes	no	yes	no	no	no	no
1236617987806973952	no	NA	NA	NA	NA	no	no
1248303278804385794	no	NA	NA	NA	NA	no	no
1261166259070214145	yes	no	yes	no	no	no	no
1289127644609511425	yes	no	yes	no	no	no	no
1299811624560349191	yes	no	no	no	no	no	no
1224611523219410944	yes	no	yes	no	no	no	no
1265621842909212672	yes	no	yes	no	no	no	no
1265945759356256257	yes	no	yes	no	no	no	no
1274971643580997632	yes	no	yes	no	no	no	no
1251537432492888065	yes	no	yes	no	no	no	no
1270338656839110656	no	NA	NA	NA	NA	no	no
1269163147442733056	yes	no	yes	no	no	no	no
1294870649886973954	yes	no	yes	no	no	no	no
1225193928523206662	no	NA	NA	NA	NA	no	no
1257582161684828160	yes	no	yes	no	no	no	no
1260911286164086785	yes	no	yes	no	no	no	no
1294199586509266945	yes	no	yes	no	no	no	no
1258327847330107392	no	NA	NA	NA	NA	no	no
1297871304025165829	yes	no	yes	no	no	no	no
1251051216639004672	yes	no	no	no	no	no	no
1251774260168843264	yes	NA	yes	no	no	no	no
1296766012034031617	yes	no	yes	no	no	no	no
1280793330243305473	no	NA	NA	NA	NA	no	no
1249575978663370752	yes	NA	yes	no	no	no	no
1240767783404797953	yes	no	yes	no	no	no	no
1265160879068319747	yes	no	yes	no	no	no	no
1297205806937636864	yes	no	yes	no	no	no	yes
1291730442216001539	yes	no	yes	no	no	no	no
1291808937784881153	yes	no	yes	no	no	no	no
1281592480627150849	yes	no	yes	no	no	no	no
1255782744329785344	no	NA	NA	NA	NA	no	no
1250361986631766016	yes	no	yes	no	no	no	no
1255500568564584450	no	NA	NA	NA	NA	no	no
1226772318707494912	no	NA	NA	NA	NA	yes	no
